title;link;election_type;date;speaker;place;text;order;strategy1;strategy2
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Yes. Well, let's start at the beginning. Russia has 20,000 nuclear warheads. And they may not be aimed at the United States, because they're de-targeted now, but within two seconds, those targets could be programmed right back into the missiles. As long as they have that kind of arsenal, if you think I'm going to support a cutoff of programs that are designed to dismantle their warheads, to help them move toward a reduction in military force that could threaten the lives of the American people, I'm not going to go along with that. We live in a world where we need to make our points as forcefully as possible, and keep our eyes on the ball. And the movement toward democracy and free markets in Russia may not have been as rapid as we would like, but the movement to reduce the threat they pose to us, and bring about changes there is some thing that overall has been a good thing.;88;self-justification;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;Thank you very much. The next question goes to Senator Bradley. A lot of observers have said basically both of you are so similar on policies ��� you may not agree with this, but observers say this ��� that you're so similar on policies that the real question here is who has the personality and the temperament to be the next president. With that in mind, Senator Bradley, will you please outline for me your worst behavior on the basketball court?;89;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;This is a very personal question. [laughter] My worst behavior on the basketball court, I suppose, was occasionally holding John Havlicek when I played the Boston Celtics. And actually, I knew I was doing pretty well in New Hampshire about six months into the campaign when some person came up to me and said ��� gave me a bumper sticker and it said: Another Celtic Fan for Bradley. But I also, in addition to holding John Havlicek occasionally, you know, there's a competition that goes on. There are elbows that are thrown. Occasional blows are thrown. That's part of the game. So if you're asking me about that, I think that's what I would say. Politics is different. Politics should be something that's higher. Politics should be something that elevates us. It should not be something that drags us down. I'm trying to get beyond politics as usual to a kind of politics that allows Americans to realize that they're a part of shaping our collective futures, by participating and by recognizing that candidates who state what they're for have a better chance of leading truthfully than candidates who do not.;90;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;Maybe trying to get to emotion here. In basketball, have you ever cried in victory or in defeat?;91;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;I've never cried in victory or defeat in basketball. I cried the other day, though, right here in New Hampshire. I was in a setting where a woman named Kathy Perry told me her story. She said that she and her husband had four kids. They both ��� she had two jobs, her husband had one job. They took one of their children to the doctor and they didn't have health insurance. The doctor diagnosed it as strep. She was leaving and she wrote out the check and her son said to here, I'm sorry, Mom. And she said, Why? He said, I'm sorry because I got sick. I don't think any child in America should get sick. And when I heard that story, tears rushed to my eyes.;92;appeal;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;We're going to have to move now to the next round of candidate-to-candidate questions. And the first question from Vice President Gore to Senator Bradley.;93;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Senator Bradley ��� Bill, as college becomes more crucial to working families, a lot of students are worried about the debt that they're going to incur and a lot of families are worried how they can help them pay the tuition. I've put out a comprehensive education reform plan that will give new help to families with college tuition. I looked at your proposals on education, and with the exception of giving some equipment to community colleges, there's nothing to help pay college tuition. Why not?;94;accusation;presentation
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;We need a question. OK.;95;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;Well, indeed you've focused on an important aspect of the proposal which is the community college proposal. Fifty percent of the kids in higher education in America go to community colleges, and yet it only gets five percent of the federal education dollar. I think that it's critical that we help community colleges, because that is the place where most kids begin the process of higher education, going on to four-year education institutions. That is also where mothers go after they've raised kids so they can learn more, so they can earn more. It's also where workers in our society who have been downsized have to acquire new skills. So, that is a major investment in community colleges. In terms of the four-year college, I think we ought to do more of what I call self-reliance loans, which allows people to repay their loan as a percent of their future income, as opposed to having a giant debt that comes down on them as soon as they get out of school. In addition, I propose college scholarships for 10,000 kids at $7,500 each if they would agree to teach in urban schools...;96;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;Mr. Gore has a follow-up here.;97;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Yes. We're not talking about machinery and equipment here, we're talking about people. And with the exception of a few scholarships for teachers ��� and I've proposed to recruiting a lot more teachers ��� why don't you propose anything to help middle-income families pay college tuition and save for college tuition?;98;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;Actually I have proposed, through the health care plan, an equivalent of a $25 billion tax cut. Do you know how much that could mean for someone at $30,000 of income? At $30,000 in income, that could put almost $3,000 in that family's pocket. And if they had health insurance, they could spend that money on college education for their children.;99;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;Mr. Bradley, a question for Mr. Gore.;100;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;Al, you've made a proposal that we take 30-second ads off the air. And you know, that translation is ��� you're well known, I'm not. You take them off, you win. And I look at that, and I say, I understand why you did it. But the real problem is negative ads, not 30-second ads. And the AP Ad-Watch called one of your ads unfair and misleading. And my question to you is, why should we believe that you will tell the truth as president, if you don't tell the truth as a candidate?;101;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;"That's not a negative attack? Let me say in response, Bill, first of all, I have proposed that we debate twice a week, and take all of the 30-second, 60-second TV and radio adds off the air. And I've said I'll do that if you pick any state where you will be willing to do that. Now as for criticism of negative campaigning, one newspaper recently called your attacks ""muddying your image."" You had ��� you were forced to apologize for a negative personal attack. You introduced Willie Horton into this campaign. So let's be serious about this. I've never mentioned your name in an ad. I have never used your picture in an ad. But, you know, I am going to defend programs like Medicaid and Medicare. I'm going to defend middle-income Americans against a budget plan that I think would drive interest rates up and threaten this economic prosperity which has been so good for New Hampshire. So I've said it before and I'll say it again, I'm going to fight for the American people.";102;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;"Al, if you talk about a flyer that was immediately repudiated that went to a couple hundred people versus an advertisement on television, that's like comparing a gnat to an elephant. You're the elephant of negative advertising here. And the fact of the matter is ��� don't take my word, take ""The Lawrence Eagle Tribune."" It said ��� ""Lawrence Eagle Tribune"" which said that he was a master of spin and smear.";103;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;Is there a question?;104;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;No.;105;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;"OK. Well, let me respond anyway. You know, there are ��� there are plenty of reviews of the campaigning that goes on. But the truth is, look, the people of New Hampshire know a negative ad when they see one. Ask them if they've seen a negative ad that my campaign has run. They did see that flyer that you apologized for. And I accepted your apology. But it's not the only example. ""The Boston Herald"" called your attacks a low blow. And one of the network anchors on the Sunday morning shows said that you'd made an unfortunate decision to, kind of, get a little nasty in the campaign. I have not complained, and I will not complain. But if you make those kind of accusations and attacks against me and hold a standard up that you, yourself, are not complying with, I mean, that's just ��� that's not the way to go about it. Let's talk about the issues. Let's have debates twice a week.";106;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;In politics, sometimes people make misleading statements because they don't know any better. You know better.;107;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Is this...[crosstalk];108;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;You know better. You know better, and you continue to...;109;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;No, but because...[crosstalk];110;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;... do what you know is untrue. And that does not respect the voter of New Hampshire.;111;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;All right, Mr. Gore.;112;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Well, I'd like a rebuttal also, then.;113;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;All right, go ahead.;114;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;But there has never been a time in this campaign when I have said something that I know to be untrue. There's never been a time when I've said something untrue. Now, let's be honest here, Bill. What you're uncomfortable about is that when you put out your health care plan, and you realize that nobody in New Hampshire or Iowa can take advantage of it...;115;self-justification;accusation
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;That's not right. That's not incorrect.;116;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;... and when you realize that more than half of all the seniors get not a penny from your prescription drug benefit, you realized you made a mistake, but instead of correcting the plan, you decided to shoot at the messenger that pointed out what's wrong with the plan.;117;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;Both of those things are incorrect. That is not correct. The fact of the matter is, as I said earlier, if you had added $10,000 in pharmaceutical costs for prescription drugs, your plan would cap that at $1,000...;118;self-justification;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;How much money do you have ��� how many expenses do you have to have before you...;119;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;Wait, wait ��� your plan would stop that at $1,000.;120;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;... get any money under your plan?;121;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;I'm sorry. This is a tactic. See this is a tactic. Your ��� your plan would cap it at $1,000 and mine would pay $7,500.;122;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;That's not right, either.;123;self-justification;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;This is the difference between going for big ideas and nibbling around the edges.;124;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;See if we could debate twice a week, we could have a debate just on health care. And I could point out that my cap goes up to $5,000. And that more than half of all the seniors don't get a penny under Senator Bradley's prescription drug plan, but have to pay more in ��� in payments each year and get nothing in return. Now that's ��� that's just a fact.;125;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;All right. We've let ��� we've let, sort of, slip out of the rules here because it was clear that both of you had things that you wanted to say. Now, we have a question for ��� from ��� from Senator Bradley for Mr. Gore.;126;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;"Al, I think we need a fresh start in Washington. And I read in ""The Boston Globe"" today the following thing. It said, ""What's wrong with Washington is it's in the vice-like grip of moneyed special interests and their lobbyists."" And it went on to say that you're the favorite of the Washington lobbyists. So my question to you is, how can you be fighting for the people when you're working hand-in -love with the special interests who essentially are fighting against the people?";127;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Well, I'm not working hand-in-glove as you have attacked there. If that's not negative, I don't what it is. You know, I have never been afraid to stand up to the special interests. I have fought against the oil lobby for home heating oil assistance here in New Hampshire and for protection against drilling off the coast. I have fought against the pharmaceutical companies to get more competition from generic companies to bring drug prices down. I fought you when you were pushing that amendment on behalf of the pharmaceutical companies. I have fought against those who have tried to eliminate the right to organize in the work place. I have fought for working people against every lobby that exists in Washington. For 23 years now, I have fought for the people, and the whole basis of my campaign here is that I want to fight for the people of New Hampshire and I intend to do just that if you will entrust me with the presidency.;128;self-justification;presentation
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;"Well, all I can say is it's politics as usual. And that's a thousand promises and a thousand attacks. That's what's been your campaign ��� a thousand promises, a thousand attacks. A promise to every little special interest group; attack, attack, attack every day. That's been the nature of it. And quite frankly, I think the people are fed up with it. But from your standpoint nothing have changed. Lobbyists are still in charge in Washington.";129;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Look, I have support ��� I didn't wait until I ran for president to first speak up on campaign finance reform. When I went to Congress 20 years ago, I proposed full public financing of congressional elections. Senator Bradley went for 17 years,in the United States Senate before he put his name on legislation that he introduced on campaign finance reform. I have been fighting for that for my entire career. I refuse to accept PAC funding. I refuse to accept that kind of special interest ��� I've called for the abolition of the so-called soft money spending...;130;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;But you still raise soft money.;131;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;And I have called, and I called, and I call again now to just eliminate the one source of more than half of all the campaign finance raised and spent, and that is the 30-second TV ads, which you are defending, constantly, which I'd like to just get rid of.;132;appeal;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;Mr. Vice President, it's your turn now to ask a question of Senator Bradley.;133;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;OK, let me get back to the Medicaid issue that we had an exchange on before. You have said, we'll eliminate the Medicaid program, and we'll put in its place a system of giving $150 a month, in the form of a voucher, or a subsidy ��� if you prefer that word ��� so that people can go into the private market place and get health insurance. I said before, there's not a single plan here in New Hampshire where an individual can buy health insurance for $150 a month, in the federal employee plan. Am I wrong about that? If so, what ��� where is the plan, and what is its name?;134;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;"What your wrong about, and how you've mischaracterized this, is saying New Hampshire would have $150. That's where you're wrong. New Hampshire will have more. I'm not going to do a health care program that doesn't give people who are on Medicaid now, largely adults, access to several plans in every state. The legislation will be written, that's what will happen. The figure of $150 does not apply to New Hampshire, it applies to other states. Let's take, for example, what you've done on Medicaid. Since ��� over the last seven years Medicaid HMOs in this country have gone from 14 percent to 54 percent of all Medicaid recipients. And what ��� the average of the Medicaid recipient, all of them, has a fee of under $150. Under $150. So this can easily be done. The big difference is here, by raising this issue you are trying to get away from facing up to the fact that I've offered a proposal that would provide access to quality affordable health care for all Americans; would provide a Medicare drug benefit for the elderly that's much more generous than yours, much bigger than yours; and would indeed guarantee all children health coverage in this country; and on top of that...";135;self-justification;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;Mr. Gore...;136;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;... provide money to middle-class people to be able to pay for their health insurance.;137;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Well ��� well, let...;138;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;That is what you're trying to cover up by this misrepresentation on $150.;139;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Well, let me say again, Senator Ted Kennedy took a careful look at both plans and said mine is clearly the best way to advance the cause of universal health insurance. But if New Hampshire's going to get more than $150 a month, you're changing your plan. Name me three...;140;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;I'm not changing my plan.;141;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;... name me three states where the people would get less than $150 a month?;142;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;There are any numbers of states...;143;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Can you name some?;144;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;Tennessee is one.;145;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Two others?;146;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;There are any number of them. There are 24 states...;147;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Can you name a couple of others?;148;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;There are 24 states that have a waiver from the national government in order to do Medicaid, and that is under $150. Now what I think is going on here is pretty clear. In politics, as I said, people make misleading statements. And most of them do it because they don't know better. You know better. You're know what you're saying is not true. And quite frankly, I wonder whether if you're running a campaign, that is saying untrue things, whether you'll be able to be a president that gets people's trust. If you're running a campaign that's divisive, that's the kind of presidency that you will also have.;149;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Could I have a rebuttal since that's a...;150;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;I think ��� I think they deserve ��� people deserve...;151;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;All right...;152;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;... more respect.;153;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Look, since that's a negative personal attack, can I have a rebuttal?;154;self-justification;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;Go ahead.;155;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Look, Bill, we have had some heated disagreements in this campaign. Let's keep it to the substances of the issues. I haven't accused you of lying. We can have a disagreement on the substance of the issues without you making negative personal attacks. Look, the people out there are tired of that. They want to talk about the substance of the issues. And if you feel like you're on the defensive on the substance of the issues, then change your plan. Don't shoot the messenger. Don't try to take it out on somebody that you hear pointing out some legitimate problems. Now, that's what's really going on here. And the easiest way to solve it would be for you to simply accept my challenge of debating twice a week. And we could have a debate just on health care.;156;accusation;appeal
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;Mr. Bradley, you get a response.;157;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;My response is that this country has wanted universal health insurance for 40 years. I am the first candidate that is out there in this campaign, offering them universal access to quality, affordable health care. You have said you want universal health insurance, but you have no way of getting there. And so, instead of facing up to that fact and admitting to people that you have no way to get to universal health insurance, you decide to pick this number or that number out of a proposal, when in fact the proposal will cover people in this country.;158;accusation;presentation
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;"All right. We have ��� we are now going to go to the final round of moderator questions. And because we've ended up with more comments from both of you, we're going to ask you if you would limit your answers at this point to 45 seconds, if possible. And we will not be asking follow-ups. To you, Vice President Gore, Senator Fred Thompson, Republican, Senator Joe Lieberman, Democrat, have both suggested that the campaign finance scandals of the Clinton-Gore administration in 1996 were the worst since Watergate. Chinese army officials, other foreign officials, invited to coffees at the White House; the Buddhist temple incident; the Lincoln Bedroom virtually auctioned off. My question is: No one up high paid a price. Isn't this just a license for the same sort of thing to happen in this election and the next election?";159;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Well, we need campaign finance reform. And you've listed some of the reasons why I'm fighting so hard for it. I fought for it for 20 years. And I believe that all of the broadcasters who have the public airwaves held by license ought to be required, as a condition of the license, to give free time for debates and the discussion of issues during a campaign. I think that soft money, of the kind that the DNC raised in that campaign, ought to be completely prohibited for both political parties. I don't accept PAC contributions. You can, under the law, but I abide by a higher standard. And if you entrust me with the presidency, I will make certain that our country gets sweeping, meaningful, tough campaign finance reform.;160;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;Senator Bradley, you also have talked about campaign finance reform. However your critics, some of them anyways, maintaining that your biggest contributors have been, in fact, pharmaceutical companies. How would you fight for lower prescription drug prices if you ��� those are your biggest contributors?;161;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;Well, let me correct the record. They're not my biggest contributors. Over 18 years in the United States Senate, anybody associated with a pharmaceutical company contributed less the 1 percent of all the money I raised. In the presidential campaign, it's less than three-tenths of a percent. If you take a look at my drug program ��� prescription drug program, what you find is it has a preference stated for generic drugs. That may give the pharmaceutical companies heartburn. The fact here is, campaign finance reform is the most important thing we can do in this country. It will break down the wall that's come between the people and their elected representatives, it should be no soft money, public financing of elections and free television time in the last six weeks of a campaign. If we do that, we have a chance of allowing the people's voices to be heard.;162;self-justification;
